Title,Year,Rating,IMDB Score,Reelgood Rating Score,Available On,url_offset_value
Hush,2016,18+,6.6/10,71/100,,2550
Sweetie,1989,18+,6.8/10,71/100,+ Rent or Buy,2550
Prince of Persia: The Sands of Time,2010,13+,6.6/10,71/100,+ Rent or Buy,2550
Men in Black II,2002,13+,6.2/10,71/100,+ Rent or Buy,2550
Attack the Block,2011,18+,6.7/10,71/100,+ Rent or Buy,2550
Mafioso,1962,N/A,7.7/10,71/100,,2550
The Little Prince,2015,7+,7.7/10,71/100,+ Rent or Buy,2550
The Negotiator,1998,18+,7.3/10,71/100,+ Rent or Buy,2550
Stree,2018,N/A,7.6/10,71/100,+ Rent or Buy,2550
Wings of Desire,1987,13+,8.0/10,71/100,+ Rent or Buy,2550
Get Smart,2008,13+,6.5/10,71/100,+ Rent or Buy,2550
Home,2009,N/A,8.5/10,71/100,indi+ Rent or Buy,2550
Rudy,1993,7+,7.5/10,71/100,+ Rent or Buy,2550
Harold and Maude,1971,7+,7.9/10,71/100,+ Rent or Buy,2550
Easy Rider,1969,18+,7.3/10,71/100,+ Rent or Buy,2550
Eagle Eye,2008,13+,6.6/10,71/100,+ Rent or Buy,2550
The Kingdom,2007,18+,7.0/10,71/100,+ Rent or Buy,2550
Between Two Ferns: The Movie,2019,18+,6.1/10,71/100,,2550
The Trial of Joan of Arc,1963,N/A,7.5/10,71/100,,2550
The Guilty,2018,18+,7.5/10,71/100,+ Rent or Buy,2550
All Through the Night,1942,N/A,7.1/10,71/100,Rent or Buy,2550
Fractured,2019,18+,6.4/10,71/100,+ Rent or Buy,2550
The Boss Baby,2017,7+,6.3/10,71/100,+ Rent or Buy,2550
Gate of Hell,1953,N/A,7.2/10,71/100,+ Rent or Buy,2550
The Chronicles of Narnia: Prince Caspian,2008,7+,6.5/10,71/100,+ Rent or Buy,2550
The Chaser,2008,13+,7.8/10,71/100,+ Rent or Buy,2550
The Croods 2,2020,7+,7.0/10,71/100,+ Rent or Buy,2550
2046,2004,18+,7.4/10,71/100,,2550
Concussion,2015,13+,7.1/10,71/100,+ Rent or Buy,2550
Asperger's Are Us,2016,N/A,6.7/10,71/100,+ Rent or Buy,2600
Before the Flood,2016,7+,8.2/10,71/100,+ Rent or Buy,2600
Me and Earl and the Dying Girl,2015,13+,7.7/10,71/100,Rent or Buy,2600
Who's Afraid of Virginia Woolf?,1966,N/A,8.0/10,71/100,Rent or Buy,2600
Tom Jones,1963,N/A,6.5/10,71/100,+ Rent or Buy,2600
Pain & Gain,2013,18+,6.4/10,71/100,+ Rent or Buy,2600
ARQ,2016,18+,6.4/10,71/100,,2600
Safety Not Guaranteed,2012,18+,7.0/10,71/100,+ Rent or Buy,2600
Jack Reacher: Never Go Back,2016,13+,6.1/10,71/100,+ Rent or Buy,2600
Fences,2016,13+,7.2/10,71/100,Rent or Buy,2600
The Red Sea Diving Resort,2019,18+,6.6/10,71/100,,2600
Heaven,2002,18+,7.0/10,71/100,Rent or Buy,2600
Paper Moon,1973,7+,8.1/10,71/100,+ Rent or Buy,2600
Conan the Barbarian,1982,18+,6.9/10,71/100,+ Rent or Buy,2600
Machete,2010,18+,6.6/10,71/100,+ Rent or Buy,2600
Frank and Ollie,1995,7+,7.7/10,71/100,+ Rent or Buy,2600
I Love You Phillip Morris,2009,18+,6.6/10,71/100,+ Rent or Buy,2600
Dogtooth,2009,N/A,7.2/10,71/100,+ Rent or Buy,2600
Diary of a Wimpy Kid: Dog Days,2012,7+,6.3/10,71/100,+ Rent or Buy,2600
The Manchurian Candidate,1962,13+,7.9/10,71/100,Rent or Buy,2600
The Addams Family,1991,13+,6.9/10,71/100,+ Rent or Buy,2600
About a Boy,2002,13+,7.1/10,71/100,Rent or Buy,2600
Julie & Julia,2009,13+,7.0/10,71/100,+ Rent or Buy,2600
Unhinged,2020,18+,6.0/10,71/100,+ Rent or Buy,2600
Indiana Jones and the Kingdom of the Crystal Skull,2008,13+,6.1/10,71/100,+ Rent or Buy,2600
Searching for Sugar Man,2012,13+,8.2/10,71/100,Rent or Buy,2600
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,all,7.0/10,71/100,Rent or Buy,2600
The Dead Zone,1983,18+,7.2/10,71/100,+ Rent or Buy,2600
Bāhubali: The Beginning,2015,13+,8.0/10,71/100,+ Rent or Buy,2600
Rocky III,1982,7+,6.8/10,71/100,+ Rent or Buy,2600
A Dog's Purpose,2017,7+,7.2/10,71/100,+ Rent or Buy,2600
Elite Squad: The Enemy Within,2010,18+,8.0/10,71/100,+ Rent or Buy,2600
Driving Miss Daisy,1989,7+,7.4/10,71/100,+ Rent or Buy,2600
Les Visiteurs du Soir,1942,N/A,7.3/10,71/100,+ Rent or Buy,2600
Tron,1982,7+,6.8/10,71/100,+ Rent or Buy,2600
New York,2009,N/A,6.8/10,71/100,+ Rent or Buy,2600
Pantani: The Accidental Death of a Cyclist,2014,7+,7.0/10,71/100,+ Rent or Buy,2600
Maze Runner: The Scorch Trials,2015,13+,6.3/10,71/100,+ Rent or Buy,2600
Sympathy for Mr. Vengeance,2002,18+,7.6/10,71/100,+ Rent or Buy,2600
The Filth and the Fury,2000,18+,7.7/10,71/100,Rent or Buy,2600
1408,2007,13+,6.8/10,71/100,Rent or Buy,2600
Five Feet Apart,2019,13+,7.2/10,71/100,+ Rent or Buy,2600
The Sword in the Stone,1963,all,7.2/10,71/100,+ Rent or Buy,2600
The Invitation,2015,N/A,6.6/10,71/100,+ Rent or Buy,2600
Madagascar: Escape 2 Africa,2008,7+,6.6/10,71/100,+ Rent or Buy,2600
Spenser Confidential,2020,18+,6.2/10,71/100,,2600
César,1936,N/A,7.6/10,71/100,+ Rent or Buy,2600
The Last Boy Scout,1991,18+,7.0/10,71/100,+ Rent or Buy,2600
Mahler,1974,7+,7.0/10,71/100,,2600
What Women Want,2000,13+,6.4/10,71/100,+ Rent or Buy,2600
Selma,2014,13+,7.5/10,71/100,Rent or Buy,2650
The Longest Day,1962,all,7.8/10,71/100,Rent or Buy,2650
The Constant Gardener,2005,18+,7.4/10,71/100,+ Rent or Buy,2650
My Flesh and Blood,2003,N/A,8.2/10,71/100,Rent or Buy,2650
Winter's Bone,2010,18+,7.2/10,71/100,+ Rent or Buy,2650
Breathless,1960,N/A,7.8/10,71/100,+ Rent or Buy,2650
"All This, and Heaven Too",1940,N/A,7.5/10,71/100,Rent or Buy,2650
Fiddler on the Roof,1971,all,8.0/10,71/100,+ Rent or Buy,2650
The Pornographers,1966,N/A,7.3/10,71/100,,2650
The Ninth Gate,1999,18+,6.7/10,71/100,+ Rent or Buy,2650
A Woman's Face,1941,N/A,7.2/10,71/100,Rent or Buy,2650
Weathering with You,2019,13+,7.5/10,71/100,+ Rent or Buy,2650
Hunger,2008,N/A,7.5/10,71/100,+ Rent or Buy,2650
Seeing Allred,2018,16+,7.0/10,71/100,,2650
Demolition Man,1993,18+,6.7/10,71/100,Rent or Buy,2650
Kitchen Stories,2003,7+,7.3/10,71/100,Rent or Buy,2650
Les Misérables,2019,18+,7.6/10,71/100,,2650
Frost/Nixon,2008,18+,7.7/10,71/100,+ Rent or Buy,2650
The Hurricane,1999,18+,7.6/10,71/100,+ Rent or Buy,2650
Los Olvidados,1950,N/A,8.3/10,71/100,,2650
Unforgiven,2013,18+,7.0/10,71/100,Rent or Buy,2650
Café de Flore,2011,N/A,7.4/10,71/100,+ Rent or Buy,2650
The Thief,1997,18+,7.7/10,71/100,Rent or Buy,2650
Event Horizon,1997,18+,6.7/10,71/100,+ Rent or Buy,2650
Bronson,2008,18+,7.1/10,71/100,doxwarr+ Rent or Buy,2650
Bukowski: Born into This,2003,18+,7.9/10,71/100,Rent or Buy,2650
Rebel Without a Cause,1955,13+,7.7/10,71/100,+ Rent or Buy,2650
Planet Terror,2007,18+,7.0/10,71/100,+ Rent or Buy,2650
The Full Monty,1997,18+,7.2/10,71/100,+ Rent or Buy,2650
Menace II Society,1993,18+,7.5/10,71/100,+ Rent or Buy,2650
To Catch a Thief,1955,7+,7.4/10,71/100,+ Rent or Buy,2650
Fyre Fraud,2019,N/A,6.8/10,71/100,,2650
Election,1999,18+,7.2/10,71/100,+ Rent or Buy,2650
Destroy All Monsters,1968,all,6.5/10,71/100,+ Rent or Buy,2650
The City of Lost Children,1995,18+,7.5/10,71/100,+ Rent or Buy,2650
There Was a Father,1942,N/A,7.7/10,71/100,,2650
Homefront,2013,18+,6.5/10,70/100,+ Rent or Buy,2650
Martyrs,2008,18+,7.1/10,70/100,Rent or Buy,2650
The Phenix City Story,1955,N/A,7.2/10,70/100,Rent or Buy,2650
After Hours,1985,18+,7.7/10,70/100,Rent or Buy,2650
Puss in Boots,2011,7+,6.6/10,70/100,+ Rent or Buy,2650
Mallrats,1995,18+,7.1/10,70/100,+ Rent or Buy,2650
Crawl,2019,18+,6.1/10,70/100,+ Rent or Buy,2650
A Charlie Brown Christmas,1965,all,8.3/10,70/100,+ Rent or Buy,2650
All In: The Fight for Democracy,2020,13+,6.6/10,70/100,,2650
The Call of the Wild,2020,7+,6.8/10,70/100,+ Rent or Buy,2650
The Steamroller and the Violin,1961,7+,7.4/10,70/100,,2650
You're Next,2011,18+,6.6/10,70/100,+ Rent or Buy,2650
Flags of Our Fathers,2006,18+,7.1/10,70/100,+ Rent or Buy,2650
Intermission,2003,18+,6.8/10,70/100,Rent or Buy,2650
Cars 2,2011,all,6.1/10,70/100,+ Rent or Buy,2700
Extraordinary Stories,2008,N/A,7.9/10,70/100,Rent or Buy,2700
Doctor Zhivago,1965,13+,8.0/10,70/100,+ Rent or Buy,2700
The Highwaymen,2019,18+,6.9/10,70/100,,2700
Don Jon,2013,18+,6.5/10,70/100,+ Rent or Buy,2700
Whisper of the Heart,1995,all,7.9/10,70/100,+ Rent or Buy,2700
Persepolis,2007,13+,8.0/10,70/100,Rent or Buy,2700
The SpongeBob SquarePants Movie,2004,7+,7.1/10,70/100,+ Rent or Buy,2700
Paterson,2016,18+,7.4/10,70/100,+ Rent or Buy,2700
The Killing Fields,1984,18+,7.8/10,70/100,+ Rent or Buy,2700
Shakespeare in Love,1998,18+,7.1/10,70/100,+ Rent or Buy,2700
Soni,2019,18+,7.2/10,70/100,,2700
BURN·E,2008,all,7.6/10,70/100,+ Rent or Buy,2700
American Pie 2,2001,18+,6.4/10,70/100,+ Rent or Buy,2700
Ludo,2020,13+,7.6/10,70/100,,2700
Get Duked!,2019,18+,6.2/10,70/100,,2700
Little Shop of Horrors,1986,13+,7.0/10,70/100,+ Rent or Buy,2700
Tig Notaro: Happy To Be Here,2018,16+,6.7/10,70/100,,2700
The One I Love,2014,18+,7.1/10,70/100,+ Rent or Buy,2700
Locke,2014,18+,7.1/10,70/100,+ Rent or Buy,2700
Bad Boys II,2003,18+,6.6/10,70/100,+ Rent or Buy,2700
Have a Good Trip: Adventures in Psychedelics,2020,18+,6.8/10,70/100,,2700
Ip Man 2,2010,18+,7.5/10,70/100,hiya+ Rent or Buy,2700
Tommy Boy,1995,13+,7.1/10,70/100,+ Rent or Buy,2700
Delicatessen,1991,18+,7.6/10,70/100,+ Rent or Buy,2700
Gone in Sixty Seconds,2000,13+,6.5/10,70/100,Rent or Buy,2700
This Magnificent Cake!,2018,N/A,7.2/10,70/100,,2700
Holes,2003,7+,7.0/10,70/100,+ Rent or Buy,2700
Brick,2006,18+,7.3/10,70/100,+ Rent or Buy,2700
Da 5 Bloods,2020,18+,6.5/10,70/100,,2700
Vantage Point,2008,13+,6.6/10,70/100,+ Rent or Buy,2700
Wayne's World,1992,13+,7.0/10,70/100,Rent or Buy,2700
A Bridge Too Far,1977,7+,7.4/10,70/100,+ Rent or Buy,2700
Pain and Glory,2019,18+,7.5/10,70/100,+ Rent or Buy,2700
Nappily Ever After,2018,18+,6.4/10,70/100,,2700
Ordinary People,1980,18+,7.7/10,70/100,+ Rent or Buy,2700
The Island,2006,13+,7.9/10,70/100,Rent or Buy,2700
Frida,2002,18+,7.4/10,70/100,+ Rent or Buy,2700
Weed the People,2018,N/A,7.2/10,70/100,,2700
The Zookeeper's Wife,2017,13+,7.0/10,70/100,+ Rent or Buy,2700
Kung Fury,2015,18+,8.0/10,70/100,+ Rent or Buy,2700
A Man Called Ove,2015,13+,7.7/10,70/100,+ Rent or Buy,2700
Trolls,2016,7+,6.5/10,70/100,+ Rent or Buy,2700
The Fox and the Hound,1981,all,7.3/10,70/100,+ Rent or Buy,2700
Samaritan Girl,2004,18+,7.1/10,70/100,+ Rent or Buy,2700
Final Destination,2000,18+,6.7/10,70/100,Rent or Buy,2700
Coach Carter,2005,13+,7.3/10,70/100,+ Rent or Buy,2700
Sneakers,1992,13+,7.1/10,70/100,+ Rent or Buy,2700
Caesar Must Die,2012,N/A,7.3/10,70/100,+ Rent or Buy,2700
The Motorcycle Diaries,2004,18+,7.8/10,70/100,+ Rent or Buy,2700
Crimson Tide,1995,18+,7.3/10,70/100,Rent or Buy,2750
In the Heart of the Sea,2015,13+,6.9/10,70/100,+ Rent or Buy,2750
The Book Thief,2013,13+,7.5/10,70/100,Rent or Buy,2750
Michael Jackson's Journey from Motown to Off the Wall,2016,N/A,7.4/10,70/100,Rent or Buy,2750
Gosnell: The Trial of America's Biggest Serial Killer,2018,13+,6.7/10,70/100,+ Rent or Buy,2750
The Foreigner,2017,18+,7.0/10,70/100,+ Rent or Buy,2750
The Square,2008,18+,6.7/10,70/100,Rent or Buy,2750
Days of Heaven,1978,7+,7.8/10,70/100,+ Rent or Buy,2750
Paperhouse,1988,13+,6.7/10,70/100,Rent or Buy,2750
The Diving Bell and the Butterfly,2007,13+,8.0/10,70/100,+ Rent or Buy,2750
Dodge City,1939,N/A,7.1/10,70/100,Rent or Buy,2750
Frank,2014,18+,7.0/10,70/100,+ Rent or Buy,2750
Capote,2005,18+,7.3/10,70/100,+ Rent or Buy,2750
Shrek the Third,2007,7+,6.1/10,70/100,+ Rent or Buy,2750
Self/less,2015,13+,6.5/10,70/100,+ Rent or Buy,2750
Ice Age: The Meltdown,2006,7+,6.8/10,70/100,Rent or Buy,2750
American Graffiti,1973,7+,7.4/10,70/100,+ Rent or Buy,2750
Rambo: Last Blood,2019,18+,6.1/10,70/100,+ Rent or Buy,2750
Four Lions,2010,18+,7.3/10,70/100,+ Rent or Buy,2750
Invasion of the Body Snatchers,1956,N/A,7.7/10,70/100,+ Rent or Buy,2750
The Ten Commandments,1956,all,7.9/10,70/100,Rent or Buy,2750
The Lady Vanishes,1938,N/A,7.8/10,70/100,film+ Rent or Buy,2750
Brothers,2009,16+,7.1/10,70/100,+ Rent or Buy,2750
Hipsters,2008,N/A,7.1/10,70/100,,2750
Super Troopers,2001,18+,7.1/10,70/100,+ Rent or Buy,2750
The Pelican Brief,1993,13+,6.6/10,70/100,+ Rent or Buy,2750
Shrek Forever After,2010,7+,6.3/10,70/100,+ Rent or Buy,2750
12:08 East of Bucharest,2006,N/A,7.3/10,70/100,,2750
Drishyam,2015,18+,8.2/10,70/100,+ Rent or Buy,2750
Beyond Silence,1996,13+,7.4/10,70/100,Rent or Buy,2750
Headhunters,2011,18+,7.5/10,70/100,warr+ Rent or Buy,2750
Tabloid,2010,18+,7.0/10,70/100,Rent or Buy,2750
Frances Ha,2012,18+,7.5/10,70/100,+ Rent or Buy,2750
Ten Canoes,2006,N/A,7.0/10,70/100,Rent or Buy,2750
Three Days of the Condor,1975,18+,7.4/10,70/100,+ Rent or Buy,2750
Little Voice,1998,18+,7.0/10,70/100,Rent or Buy,2750
Insidious: Chapter 2,2013,13+,6.6/10,70/100,Rent or Buy,2750
Hustlers,2019,18+,6.3/10,70/100,+ Rent or Buy,2750
Justin Timberlake + The Tennessee Kids,2016,N/A,7.7/10,70/100,,2750
Dodes'ka-den,1970,N/A,7.4/10,70/100,+ Rent or Buy,2750
The Salesman,2016,13+,7.8/10,70/100,+ Rent or Buy,2750
Swiss Army Man,2016,18+,7.0/10,70/100,+ Rent or Buy,2750
Rio Bravo,1959,7+,8.0/10,70/100,Rent or Buy,2750
The Hate U Give,2018,13+,7.5/10,70/100,+ Rent or Buy,2750
Ghost World,2001,18+,7.3/10,70/100,+ Rent or Buy,2750
Osaka Elegy,1936,N/A,7.2/10,70/100,,2750
Sleepless in Seattle,1993,7+,6.8/10,70/100,+ Rent or Buy,2750
The First Time,2012,13+,6.8/10,70/100,+ Rent or Buy,2750
The Vow,2012,13+,6.8/10,70/100,+ Rent or Buy,2750
Brimstone,2016,18+,7.1/10,70/100,+ Rent or Buy,2750
Man Hunt,1941,N/A,7.3/10,70/100,Rent or Buy,2800
Precious,2009,16+,7.3/10,70/100,+ Rent or Buy,2800
Invasion of the Body Snatchers,1978,7+,7.4/10,70/100,+ Rent or Buy,2800
Where Eagles Dare,1968,7+,7.6/10,70/100,+ Rent or Buy,2800
Twilight,2008,13+,5.2/10,70/100,+ Rent or Buy,2800
Pleasantville,1998,13+,7.5/10,70/100,Rent or Buy,2800
Phar Lap,1983,7+,7.3/10,70/100,Rent or Buy,2800
Dirty Rotten Scoundrels,1988,7+,7.4/10,70/100,+ Rent or Buy,2800
Big Wednesday,1978,7+,7.2/10,70/100,Rent or Buy,2800
We Go On,2016,N/A,5.8/10,70/100,+ Rent or Buy,2800
This Is 40,2012,18+,6.2/10,70/100,+ Rent or Buy,2800
The Parent Trap,1998,7+,6.5/10,70/100,+ Rent or Buy,2800
Scary Movie,2000,18+,6.2/10,70/100,+ Rent or Buy,2800
mid90s,2018,18+,7.4/10,70/100,+ Rent or Buy,2800
Powder,1995,13+,6.6/10,70/100,+ Rent or Buy,2800
The Heat,2013,18+,6.6/10,70/100,Rent or Buy,2800
Honey,2010,N/A,7.2/10,70/100,+ Rent or Buy,2800
The Day After,1983,N/A,7.0/10,70/100,,2800
Angel Heart,1987,18+,7.3/10,70/100,+ Rent or Buy,2800
Romeo + Juliet,1996,13+,6.7/10,70/100,Rent or Buy,2800
Death at a Funeral,2007,18+,7.4/10,70/100,+ Rent or Buy,2800
The Beach,2000,18+,6.7/10,70/100,+ Rent or Buy,2800
Tongues Untied,1989,N/A,6.9/10,70/100,,2800
Witching & Bitching,2013,N/A,6.4/10,70/100,Rent or Buy,2800
The Secret Life of Pets 2,2019,7+,6.5/10,70/100,+ Rent or Buy,2800
John Rabe,2009,N/A,7.2/10,70/100,+ Rent or Buy,2800
The House That Jack Built,2018,18+,6.8/10,70/100,+ Rent or Buy,2800
Timmy Failure: Mistakes Were Made,2020,7+,6.1/10,70/100,,2800
This Means War,2012,13+,6.3/10,70/100,+ Rent or Buy,2800
Green for Danger,1946,N/A,7.5/10,70/100,+ Rent or Buy,2800
House of Flying Daggers,2004,13+,7.5/10,70/100,+ Rent or Buy,2800
Predators,2010,18+,6.4/10,70/100,+ Rent or Buy,2800
The Girl Who Played with Fire,2009,18+,7.2/10,70/100,+ Rent or Buy,2800
Wrong Turn,2003,18+,6.1/10,70/100,Rent or Buy,2800
Thelma,2017,N/A,7.0/10,70/100,+ Rent or Buy,2800
Executive Suite,1954,N/A,7.4/10,70/100,Rent or Buy,2800
Predator 2,1990,18+,6.3/10,70/100,+ Rent or Buy,2800
Cold Mountain,2003,18+,7.2/10,70/100,+ Rent or Buy,2800
Inferno,2016,13+,6.2/10,70/100,+ Rent or Buy,2800
Ice Age: Continental Drift,2012,7+,6.5/10,70/100,+ Rent or Buy,2800
Day of the Dead,1985,N/A,7.1/10,70/100,+ Rent or Buy,2800
Flightplan,2005,13+,6.3/10,70/100,+ Rent or Buy,2800
The Babysitter: Killer Queen,2020,N/A,5.8/10,70/100,,2800
Man on the Moon,1999,18+,7.4/10,70/100,Rent or Buy,2800
Just Go with It,2011,13+,6.4/10,70/100,+ Rent or Buy,2800
Vanya on 42nd Street,1994,7+,7.4/10,70/100,Rent or Buy,2800
The Prisoner of Zenda,1937,N/A,7.7/10,70/100,Rent or Buy,2800
The Yearling,1946,all,7.2/10,70/100,Rent or Buy,2800
Star Trek VI: The Undiscovered Country,1991,7+,7.2/10,70/100,+ Rent or Buy,2800
Major League,1989,18+,7.2/10,70/100,+ Rent or Buy,2800
Mission: Impossible II,2000,13+,6.1/10,70/100,+ Rent or Buy,2850
Suspiria,2018,18+,6.7/10,70/100,+ Rent or Buy,2850
L.I.E.,2001,18+,7.1/10,70/100,Rent or Buy,2850
Import/Export,2007,N/A,7.1/10,70/100,+ Rent or Buy,2850
What Ever Happened to Baby Jane?,1962,N/A,8.1/10,70/100,Rent or Buy,2850
Transcendence,2014,13+,6.2/10,70/100,+ Rent or Buy,2850
Top Secret!,1984,7+,7.2/10,70/100,+ Rent or Buy,2850
Enigma,2001,18+,6.4/10,70/100,Rent or Buy,2850
Adventureland,2009,18+,6.8/10,70/100,+ Rent or Buy,2850
Clear and Present Danger,1994,13+,6.9/10,70/100,+ Rent or Buy,2850
Lovely & Amazing,2001,18+,6.8/10,70/100,,2850
A Love Song for Bobby Long,2004,18+,7.1/10,70/100,Rent or Buy,2850
Hotel Transylvania 2,2015,7+,6.7/10,70/100,Rent or Buy,2850
Lethal Weapon 3,1992,18+,6.7/10,70/100,+ Rent or Buy,2850
American Animals,2018,18+,7.0/10,70/100,+ Rent or Buy,2850
The Princess Diaries,2001,all,6.4/10,70/100,+ Rent or Buy,2850
Sarbjit,2016,N/A,7.3/10,70/100,,2850
Being There,1979,7+,8.0/10,70/100,Rent or Buy,2850
Symbiopsychotaxiplasm: Take One,1968,18+,7.3/10,70/100,,2850
The Purge: Anarchy,2014,18+,6.4/10,70/100,+ Rent or Buy,2850
30 Days of Night,2007,18+,6.6/10,70/100,+ Rent or Buy,2850
Shaolin Soccer,2001,7+,7.3/10,70/100,+ Rent or Buy,2850
I Spit on Your Grave,2010,18+,6.3/10,70/100,+ Rent or Buy,2850
The Gravedancers,2006,18+,5.5/10,70/100,+ Rent or Buy,2850
Dark Shadows,2012,13+,6.2/10,70/100,+ Rent or Buy,2850
Anatomy of a Murder,1959,N/A,8.0/10,70/100,Rent or Buy,2850
7 Men from Now,1956,N/A,7.4/10,70/100,Rent or Buy,2850
My Afternoons with Margueritte,2010,N/A,7.2/10,70/100,+ Rent or Buy,2850
Blindspotting,2018,18+,7.4/10,70/100,+ Rent or Buy,2850
Le Samouraï,1967,7+,8.1/10,70/100,+ Rent or Buy,2850
Sunday's Illness,2018,13+,6.9/10,70/100,,2850
The 3 Penny Opera,1931,N/A,7.3/10,70/100,,2850
Bridget Jones's Diary,2001,18+,6.7/10,70/100,+ Rent or Buy,2850
Beaufort,2007,N/A,6.7/10,70/100,,2850
Volver,2006,18+,7.6/10,70/100,+ Rent or Buy,2850
One Life,2011,7+,7.9/10,70/100,Rent or Buy,2850
Reign of Fire,2002,13+,6.2/10,70/100,+ Rent or Buy,2850
Night at the Museum: Battle of the Smithsonian,2009,7+,6.0/10,70/100,+ Rent or Buy,2850
I Am Not Your Negro,2017,18+,7.9/10,70/100,dox+ Rent or Buy,2850
The Last: Naruto the Movie,2014,13+,7.6/10,70/100,+ Rent or Buy,2850
Bringing Up Baby,1938,N/A,7.9/10,70/100,+ Rent or Buy,2850
Knock Down the House,2019,7+,7.1/10,70/100,,2850
The Gods Must Be Crazy,1980,7+,7.3/10,70/100,+ Rent or Buy,2850
The Tenant,1976,18+,7.7/10,70/100,+ Rent or Buy,2850
R,2010,N/A,7.1/10,70/100,Rent or Buy,2850
The Tale of the Princess Kaguya,2013,7+,8.0/10,70/100,+ Rent or Buy,2850
Frailty,2001,18+,7.2/10,70/100,+ Rent or Buy,2850
Pearl Harbor,2001,13+,6.2/10,70/100,Rent or Buy,2850
Over the Hedge,2006,7+,6.7/10,70/100,+ Rent or Buy,2850
Underwater,2020,13+,5.8/10,70/100,+ Rent or Buy,2850
"Rome, Open City",1945,N/A,8.1/10,70/100,film+ Rent or Buy,2900
Tootsie,1982,7+,7.4/10,70/100,+ Rent or Buy,2900
I'm Thinking of Ending Things,2020,18+,6.6/10,70/100,,2900
Cries and Whispers,1972,18+,8.1/10,70/100,+ Rent or Buy,2900
Monsters vs Aliens,2009,7+,6.4/10,70/100,+ Rent or Buy,2900
Stuck,2007,18+,6.4/10,70/100,+ Rent or Buy,2900
Koyaanisqatsi,1982,N/A,8.3/10,70/100,+ Rent or Buy,2900
Remember Me,2010,13+,7.1/10,70/100,+ Rent or Buy,2900
Midnight Special,2016,13+,6.6/10,70/100,+ Rent or Buy,2900
Psychokinesis,2018,N/A,5.9/10,70/100,,2900
Marley & Me,2008,7+,7.1/10,70/100,Rent or Buy,2900
Murder on the Orient Express,1974,7+,7.3/10,70/100,+ Rent or Buy,2900
Kuch Kuch Hota Hai,1998,all,7.6/10,70/100,+ Rent or Buy,2900
The Hudsucker Proxy,1994,7+,7.2/10,70/100,+ Rent or Buy,2900
Holidate,2020,N/A,6.1/10,70/100,,2900
The Day the Earth Stood Still,1951,all,7.7/10,70/100,+ Rent or Buy,2900
Good Bye Lenin!,2003,18+,7.7/10,70/100,Rent or Buy,2900
Heroin(e),2017,N/A,6.8/10,70/100,,2900
13 Going on 30,2004,13+,6.2/10,70/100,+ Rent or Buy,2900
Tomorrowland,2015,7+,6.4/10,70/100,Rent or Buy,2900
The Ax,2005,N/A,7.4/10,70/100,Rent or Buy,2900
Spirits of the Dead,1968,18+,6.5/10,70/100,,2900
Amy,2015,18+,7.8/10,70/100,+ Rent or Buy,2900
Judex,1963,N/A,7.2/10,70/100,+ Rent or Buy,2900
Elizabeth,1998,18+,7.4/10,70/100,+ Rent or Buy,2900
Happy Death Day,2017,13+,6.6/10,70/100,+ Rent or Buy,2900
Foxcatcher,2014,18+,7.0/10,70/100,Rent or Buy,2900
Wag the Dog,1997,18+,7.1/10,70/100,+ Rent or Buy,2900
Brother Bear,2003,all,6.8/10,70/100,+ Rent or Buy,2900
People on Sunday,1930,N/A,7.4/10,70/100,,2900
Robin Hood,2010,13+,6.6/10,70/100,+ Rent or Buy,2900
2 Guns,2013,18+,6.7/10,70/100,+ Rent or Buy,2900
Secretary,2002,18+,7.0/10,70/100,+ Rent or Buy,2900
Hotel Transylvania 3: Summer Vacation,2018,7+,6.3/10,70/100,+ Rent or Buy,2900
Waiting...,2005,18+,6.7/10,70/100,+ Rent or Buy,2900
The Tigger Movie,2000,all,6.4/10,70/100,+ Rent or Buy,2900
When Night Is Falling,1995,18+,6.5/10,70/100,+ Rent or Buy,2900
Widows,2018,18+,6.9/10,70/100,Rent or Buy,2900
Win It All,2017,18+,6.2/10,70/100,,2900
The Discovery,2017,18+,6.3/10,70/100,,2900
Day & Night,2010,all,8.0/10,70/100,+ Rent or Buy,2900
Only Lovers Left Alive,2013,18+,7.3/10,70/100,Rent or Buy,2900
Talladega Nights: The Ballad of Ricky Bobby,2006,13+,6.6/10,70/100,+ Rent or Buy,2900
12 Angry Men,1997,13+,7.8/10,70/100,,2900
Tenacious D in The Pick of Destiny,2006,18+,6.8/10,70/100,+ Rent or Buy,2900
Nymphomaniac: Vol. II,2013,18+,6.7/10,70/100,Rent or Buy,2900
Stagecoach,1939,7+,7.9/10,70/100,+ Rent or Buy,2900
Ip Man 4: The Finale,2019,16+,7.0/10,70/100,+ Rent or Buy,2900
Harold and Lillian: A Hollywood Love Story,2015,N/A,8.0/10,70/100,Rent or Buy,2900
Cold War,2018,18+,7.6/10,70/100,,2900
The Manchurian Candidate,2004,18+,6.6/10,70/100,+ Rent or Buy,2950
An Education,2009,13+,7.3/10,70/100,+ Rent or Buy,2950
Mary Poppins Returns,2018,7+,6.7/10,70/100,+ Rent or Buy,2950
Any Given Sunday,1999,18+,6.9/10,70/100,+ Rent or Buy,2950
Thirty Two Short Films About Glenn Gould,1993,N/A,7.4/10,70/100,Rent or Buy,2950
Scratch,2001,18+,7.8/10,70/100,Rent or Buy,2950
